name,success,time,attempts,num_sessions
cpp_P224_0,1,0.16,1,224
cpp_P224_0,1,0.17,1,224
cpp_P224_0,1,0.16,1,224
cpp_P224_0,1,0.16,1,224
cpp_P224_0,1,0.16,1,224
cpp_P224_0,1,0.16,1,224
cpp_P224_0,1,0.16,1,224
cpp_P224_0,1,0.16,1,224
cpp_P224_0,1,0.16,1,224
cpp_P224_0,1,0.16,1,224
cpp_P224_0,1,0.16,1,224
cpp_P224_0,1,0.16,1,224
cpp_P224_0,1,0.16,1,224
cpp_P224_0,1,0.16,1,224
cpp_P224_0,1,0.16,1,224
cpp_P224_0,1,0.16,1,224
cpp_P224_0,1,0.16,1,224
cpp_P224_0,1,0.16,1,224
cpp_P224_0,1,0.16,1,224
cpp_P224_0,1,0.16,1,224
cpp_P224_0,1,0.16,1,224
cpp_P224_0,1,0.16,1,224
cpp_P224_0,1,0.17,1,224
cpp_P224_0,1,0.17,1,224
cpp_P224_0,1,0.16,1,224
cpp_P224_0,1,0.17,1,224
cpp_P224_0,1,0.16,1,224
cpp_P224_0,1,0.16,1,224
cpp_P224_0,1,0.16,1,224
cpp_P224_0,1,0.16,1,224
cpp_P224_0,1,0.17,1,224
cpp_P224_0,1,0.16,1,224
cpp_P224_0,1,0.17,1,224
cpp_P224_0,1,0.17,1,224
cpp_P224_0,1,0.17,1,224
cpp_P224_0,1,0.16,1,224
cpp_P224_0,1,0.16,1,224
cpp_P224_0,1,0.16,1,224
cpp_P224_0,1,0.16,1,224
cpp_P224_0,1,0.16,1,224
cpp_P224_0,1,0.16,1,224
cpp_P224_0,1,0.16,1,224
cpp_P224_0,1,0.16,1,224
cpp_P224_0,1,0.16,1,224
cpp_P224_0,1,0.16,1,224
cpp_P224_0,1,0.16,1,224
cpp_P224_0,1,0.16,1,224
cpp_P224_0,1,0.16,1,224
cpp_P224_0,1,0.16,1,224
cpp_P224_0,1,0.17,1,224
cpp_P224_0,1,0.16,1,224
cpp_P224_0,1,0.16,1,224
cpp_P224_0,1,0.16,1,224
cpp_P224_0,1,0.16,1,224
cpp_P224_0,1,0.16,1,224
cpp_P224_0,1,0.16,1,224
cpp_P224_0,1,0.16,1,224
cpp_P224_0,1,0.16,1,224
cpp_P224_0,1,0.16,1,224
cpp_P224_0,1,0.16,1,224
cpp_P224_0,1,0.16,1,224
cpp_P224_0,1,0.16,1,224
cpp_P224_0,1,0.16,1,224
cpp_P224_0,1,0.16,1,224
cpp_P224_0,1,0.16,1,224
cpp_P224_0,1,0.17,1,224
cpp_P224_0,1,0.16,1,224
cpp_P224_0,1,0.17,1,224
cpp_P224_0,1,0.17,1,224
cpp_P224_0,1,0.17,1,224
cpp_P224_0,1,0.17,1,224
cpp_P224_0,1,0.17,1,224
cpp_P224_0,1,0.17,1,224
cpp_P224_0,1,0.17,1,224
cpp_P224_0,1,0.17,1,224
cpp_P224_0,1,0.17,1,224
cpp_P224_0,1,0.16,1,224
cpp_P224_0,1,0.16,1,224
cpp_P224_0,1,0.16,1,224
cpp_P224_0,1,0.16,1,224
cpp_P224_0,1,0.16,1,224
cpp_P224_0,1,0.16,1,224
cpp_P224_0,1,0.17,1,224
cpp_P224_0,1,0.17,1,224
cpp_P224_0,1,0.16,1,224
cpp_P224_0,1,0.16,1,224
cpp_P224_0,1,0.16,1,224
cpp_P224_0,1,0.16,1,224
cpp_P224_0,1,0.16,1,224
cpp_P224_0,1,0.16,1,224
cpp_P224_0,1,0.16,1,224
cpp_P224_0,1,0.16,1,224
cpp_P224_0,1,0.17,1,224
cpp_P224_0,1,0.17,1,224
cpp_P224_0,1,0.17,1,224
cpp_P224_0,1,0.17,1,224
cpp_P224_0,1,0.17,1,224
cpp_P224_0,1,0.17,1,224
cpp_P224_0,1,0.17,1,224
cpp_P224_0,1,0.17,1,224
cpp_P224_0,1,0.17,1,224
cpp_P224_0,1,0.18,1,224
cpp_P224_0,1,0.18,1,224
cpp_P224_0,1,0.18,1,224
cpp_P224_0,1,0.18,1,224
cpp_P224_0,1,0.18,1,224
cpp_P224_0,1,0.18,1,224
cpp_P224_0,1,0.18,1,224
cpp_P224_0,1,0.17,1,224
cpp_P224_0,1,0.17,1,224
cpp_P224_0,1,0.18,1,224
cpp_P224_0,1,0.17,1,224
cpp_P224_0,1,0.18,1,224
cpp_P224_0,1,0.18,1,224
cpp_P224_0,1,0.18,1,224
cpp_P224_0,1,0.18,1,224
cpp_P224_0,1,0.17,1,224
cpp_P224_0,1,0.17,1,224
cpp_P224_0,1,0.17,1,224
cpp_P224_0,1,0.17,1,224
cpp_P224_0,1,0.17,1,224
cpp_P224_0,1,0.17,1,224
cpp_P224_0,1,0.17,1,224
cpp_P224_0,1,0.17,1,224
cpp_P224_0,1,0.17,1,224
cpp_P224_0,1,0.17,1,224
cpp_P224_0,1,0.17,1,224
cpp_P224_0,1,0.17,1,224
cpp_P224_0,1,0.16,1,224
cpp_P224_0,1,0.17,1,224
cpp_P224_0,1,0.17,1,224
cpp_P224_0,1,0.17,1,224
cpp_P224_0,1,0.16,1,224
cpp_P224_0,1,0.16,1,224
cpp_P224_0,1,0.16,1,224
cpp_P224_0,1,0.16,1,224
cpp_P224_0,1,0.16,1,224
cpp_P224_0,1,0.16,1,224
cpp_P224_0,1,0.17,1,224
cpp_P224_0,1,0.16,1,224
cpp_P224_0,1,0.16,1,224
cpp_P224_0,1,0.16,1,224
cpp_P224_0,1,0.16,1,224
cpp_P224_0,1,0.16,1,224
cpp_P224_0,1,0.16,1,224
cpp_P224_0,1,0.16,1,224
cpp_P224_0,1,0.16,1,224
cpp_P224_0,1,0.17,1,224
cpp_P224_0,1,0.16,1,224
cpp_P224_0,1,0.16,1,224
cpp_P224_0,1,0.17,1,224
cpp_P224_0,1,0.17,1,224
cpp_P224_0,1,0.16,1,224
sage_P224_0,1,2.10,1,224
sage_P224_0,1,2.12,1,224
sage_P224_0,1,2.13,1,224
sage_P224_0,1,2.09,1,224
sage_P224_0,1,2.09,1,224
sage_P224_0,1,2.11,1,224
sage_P224_0,1,2.13,1,224
sage_P224_0,1,2.16,1,224
sage_P224_0,1,2.10,1,224
sage_P224_0,1,2.12,1,224
sage_P224_0,1,2.10,1,224
sage_P224_0,1,2.08,1,224
sage_P224_0,1,2.08,1,224
sage_P224_0,1,2.11,1,224
sage_P224_0,1,2.12,1,224
sage_P224_0,1,2.14,1,224
sage_P224_0,1,2.13,1,224
sage_P224_0,1,2.11,1,224
sage_P224_0,1,2.12,1,224
sage_P224_0,1,2.12,1,224
sage_P224_0,1,2.13,1,224
sage_P224_0,1,2.11,1,224
sage_P224_0,1,2.08,1,224
sage_P224_0,1,2.12,1,224
sage_P224_0,1,2.15,1,224
sage_P224_0,1,2.11,1,224
sage_P224_0,1,2.08,1,224
sage_P224_0,1,2.09,1,224
sage_P224_0,1,2.09,1,224
sage_P224_0,1,2.09,1,224
sage_P224_0,1,2.57,1,224
sage_P224_0,1,2.68,1,224
sage_P224_0,1,2.17,1,224
sage_P224_0,1,2.17,1,224
sage_P224_0,1,2.09,1,224
sage_P224_0,1,2.14,1,224
sage_P224_0,1,2.15,1,224
sage_P224_0,1,2.11,1,224
sage_P224_0,1,2.12,1,224
sage_P224_0,1,2.11,1,224
sage_P224_0,1,2.13,1,224
sage_P224_0,1,2.10,1,224
sage_P224_0,1,2.09,1,224
sage_P224_0,1,2.11,1,224
sage_P224_0,1,2.13,1,224
sage_P224_0,1,2.13,1,224
sage_P224_0,1,2.13,1,224
sage_P224_0,1,2.14,1,224
sage_P224_0,1,2.16,1,224
sage_P224_0,1,2.13,1,224
sage_P224_0,1,2.14,1,224
sage_P224_0,1,2.18,1,224
sage_P224_0,1,2.22,1,224
sage_P224_0,1,2.17,1,224
sage_P224_0,1,2.19,1,224
sage_P224_0,1,2.17,1,224
sage_P224_0,1,2.13,1,224
sage_P224_0,1,2.11,1,224
sage_P224_0,1,2.13,1,224
sage_P224_0,1,2.14,1,224
sage_P224_0,1,2.20,1,224
sage_P224_0,1,2.16,1,224
sage_P224_0,1,2.17,1,224
sage_P224_0,1,2.18,1,224
sage_P224_0,1,2.17,1,224
sage_P224_0,1,2.30,1,224
sage_P224_0,1,2.12,1,224
sage_P224_0,1,2.15,1,224
sage_P224_0,1,2.13,1,224
sage_P224_0,1,2.15,1,224
sage_P224_0,1,2.15,1,224
sage_P224_0,1,2.12,1,224
sage_P224_0,1,2.09,1,224
sage_P224_0,1,2.16,1,224
sage_P224_0,1,2.12,1,224
sage_P224_0,1,2.13,1,224
sage_P224_0,1,2.10,1,224
sage_P224_0,1,2.09,1,224
sage_P224_0,1,2.12,1,224
sage_P224_0,1,2.12,1,224
sage_P224_0,1,2.15,1,224
sage_P224_0,1,2.11,1,224
sage_P224_0,1,2.12,1,224
sage_P224_0,1,2.11,1,224
sage_P224_0,1,2.11,1,224
sage_P224_0,1,2.11,1,224
sage_P224_0,1,2.09,1,224
sage_P224_0,1,2.10,1,224
sage_P224_0,1,2.14,1,224
sage_P224_0,1,2.12,1,224
sage_P224_0,1,2.11,1,224
sage_P224_0,1,2.15,1,224
sage_P224_0,1,2.13,1,224
sage_P224_0,1,2.13,1,224
sage_P224_0,1,2.10,1,224
sage_P224_0,1,2.12,1,224
sage_P224_0,1,2.13,1,224
sage_P224_0,1,2.16,1,224
sage_P224_0,1,2.14,1,224
sage_P224_0,1,2.13,1,224
sage_P224_0,1,2.15,1,224
sage_P224_0,1,2.17,1,224
sage_P224_0,1,2.11,1,224
sage_P224_0,1,2.15,1,224
sage_P224_0,1,2.13,1,224
sage_P224_0,1,2.16,1,224
sage_P224_0,1,2.16,1,224
sage_P224_0,1,2.17,1,224
sage_P224_0,1,2.14,1,224
sage_P224_0,1,2.15,1,224
sage_P224_0,1,2.17,1,224
sage_P224_0,1,2.18,1,224
sage_P224_0,1,2.09,1,224
sage_P224_0,1,2.11,1,224
sage_P224_0,1,2.14,1,224
sage_P224_0,1,2.16,1,224
sage_P224_0,1,2.15,1,224
sage_P224_0,1,2.16,1,224
sage_P224_0,1,2.14,1,224
sage_P224_0,1,2.11,1,224
sage_P224_0,1,2.12,1,224
sage_P224_0,1,2.10,1,224
sage_P224_0,1,2.12,1,224
sage_P224_0,1,2.10,1,224
sage_P224_0,1,2.10,1,224
sage_P224_0,1,2.11,1,224
sage_P224_0,1,2.12,1,224
sage_P224_0,1,2.11,1,224
sage_P224_0,1,2.14,1,224
sage_P224_0,1,2.11,1,224
sage_P224_0,1,2.09,1,224
sage_P224_0,1,2.12,1,224
sage_P224_0,1,2.12,1,224
sage_P224_0,1,2.16,1,224
sage_P224_0,1,2.14,1,224
sage_P224_0,1,2.11,1,224
sage_P224_0,1,2.13,1,224
sage_P224_0,1,2.10,1,224
sage_P224_0,1,2.11,1,224
sage_P224_0,1,2.09,1,224
sage_P224_0,1,2.12,1,224
sage_P224_0,1,2.09,1,224
sage_P224_0,1,2.12,1,224
sage_P224_0,1,2.12,1,224
sage_P224_0,1,2.16,1,224
sage_P224_0,1,2.12,1,224
sage_P224_0,1,2.14,1,224
sage_P224_0,1,2.11,1,224
sage_P224_0,1,2.13,1,224
sage_P224_0,1,2.11,1,224
sage_P224_0,1,2.14,1,224
sage_P224_0,1,2.26,1,224
sage_P224_0,1,2.13,1,224
sage_P224_0,1,2.11,1,224
sage_P224_0,1,2.12,1,224
sage_P224_0,1,2.12,1,224
sage_P224_0,1,2.14,1,224
sage_P224_0,1,2.18,1,224
sage_P224_0,1,2.16,1,224
sage_P224_0,1,2.16,1,224
sage_P224_0,1,2.15,1,224
sage_P224_0,1,2.11,1,224
sage_P224_0,1,2.16,1,224
sage_P224_0,1,2.15,1,224
sage_P224_0,1,2.19,1,224
sage_P224_0,1,2.18,1,224
sage_P224_0,1,2.16,1,224
sage_P224_0,1,2.16,1,224
sage_P224_0,1,2.11,1,224
sage_P224_0,1,2.12,1,224
sage_P224_0,1,2.11,1,224
sage_P224_0,1,2.13,1,224
sage_P224_0,1,2.18,1,224
sage_P224_0,1,2.15,1,224
sage_P224_0,1,2.19,1,224
sage_P224_0,1,2.15,1,224
sage_P224_0,1,2.12,1,224
sage_P224_0,1,2.20,1,224
sage_P224_0,1,2.17,1,224
sage_P224_0,1,2.14,1,224
sage_P224_0,1,2.10,1,224
sage_P224_0,1,2.17,1,224
sage_P224_0,1,2.15,1,224
sage_P224_0,1,2.19,1,224
sage_P224_0,1,2.15,1,224
sage_P224_0,1,2.11,1,224
sage_P224_0,1,2.12,1,224
sage_P224_0,1,2.10,1,224
sage_P224_0,1,2.10,1,224
sage_P224_0,1,2.12,1,224
sage_P224_0,1,2.14,1,224
sage_P224_0,1,2.14,1,224
sage_P224_0,1,2.12,1,224
sage_P224_0,1,2.13,1,224
sage_P224_0,1,2.14,1,224
sage_P224_0,1,2.13,1,224
sage_P224_0,1,2.11,1,224
sage_P224_0,1,2.11,1,224
sage_P224_0,1,2.13,1,224
sage_P224_0,1,2.13,1,224
sage_P224_0,1,2.12,1,224
sage_P224_0,1,2.14,1,224
sage_P224_0,1,2.15,1,224
sage_P224_0,1,2.17,1,224
sage_P224_0,1,2.15,1,224
sage_P224_0,1,2.14,1,224
sage_P224_0,1,2.18,1,224
sage_P224_0,1,2.15,1,224
sage_P224_0,1,2.18,1,224
sage_P224_0,1,2.23,1,224
sage_P224_0,1,2.17,1,224
sage_P224_0,1,2.13,1,224
sage_P224_0,1,2.12,1,224
sage_P224_0,1,2.16,1,224
sage_P224_0,1,2.13,1,224
sage_P224_0,1,2.11,1,224
sage_P224_0,1,2.15,1,224
sage_P224_0,1,2.22,1,224
sage_P224_0,1,2.18,1,224
sage_P224_0,1,2.15,1,224
sage_P224_0,1,2.22,1,224
sage_P224_0,1,2.16,1,224
sage_P224_0,1,2.19,1,224
sage_P224_0,1,2.18,1,224
sage_P224_0,1,2.18,1,224
sage_P224_0,1,2.13,1,224
sage_P224_0,1,2.15,1,224
sage_P224_0,1,2.14,1,224
sage_P224_0,1,2.17,1,224
sage_P224_0,1,2.19,1,224
sage_P224_0,1,2.14,1,224
sage_P224_0,1,2.13,1,224
sage_P224_0,1,2.16,1,224
sage_P224_0,1,2.15,1,224
sage_P224_0,1,2.14,1,224
sage_P224_0,1,2.13,1,224
sage_P224_0,1,2.11,1,224
sage_P224_0,1,2.10,1,224
sage_P224_0,1,2.09,1,224
sage_P224_0,1,2.13,1,224
sage_P224_0,1,2.15,1,224
sage_P224_0,1,2.12,1,224
sage_P224_0,1,2.15,1,224
cpp_P224_2,1,0.18,1,224
cpp_P224_2,1,0.18,1,224
sage_P224_0,1,2.14,1,224
cpp_P224_2,1,0.17,1,224
cpp_P224_2,1,0.18,1,224
sage_P224_0,1,2.09,1,224
cpp_P224_2,1,0.19,1,224
cpp_P224_2,1,0.19,1,224
cpp_P224_2,1,0.18,1,224
cpp_P224_2,1,0.17,1,224
cpp_P224_2,1,0.18,1,224
cpp_P224_2,1,0.18,1,224
cpp_P224_2,1,0.18,1,224
cpp_P224_2,1,0.18,1,224
sage_P224_0,1,2.09,1,224
sage_P224_0,1,2.11,1,224
cpp_P224_2,1,0.17,1,224
sage_P224_0,1,2.09,1,224
cpp_P224_2,1,0.18,1,224
cpp_P224_2,1,0.18,1,224
cpp_P224_2,1,0.18,1,224
cpp_P224_2,1,0.17,1,224
cpp_P224_2,1,0.17,1,224
cpp_P224_2,1,0.17,1,224
cpp_P224_2,1,0.18,1,224
cpp_P224_2,1,0.18,1,224
cpp_P224_2,1,0.17,1,224
cpp_P224_2,1,0.17,1,224
cpp_P224_2,1,0.17,1,224
cpp_P224_2,1,0.17,1,224
cpp_P224_2,1,0.18,1,224
cpp_P224_2,1,0.18,1,224
cpp_P224_2,1,0.19,1,224
cpp_P224_2,1,0.18,1,224
cpp_P224_2,1,0.19,1,224
sage_P224_0,1,2.13,1,224
cpp_P224_2,1,0.18,1,224
cpp_P224_2,1,0.18,1,224
cpp_P224_2,1,0.18,1,224
cpp_P224_2,1,0.17,1,224
cpp_P224_2,1,0.17,1,224
cpp_P224_2,1,0.18,1,224
cpp_P224_2,1,0.18,1,224
cpp_P224_2,1,0.17,1,224
cpp_P224_2,1,0.18,1,224
cpp_P224_2,1,0.17,1,224
cpp_P224_2,1,0.18,1,224
cpp_P224_2,1,0.17,1,224
cpp_P224_2,1,0.18,1,224
cpp_P224_2,1,0.17,1,224
cpp_P224_2,1,0.18,1,224
cpp_P224_2,1,0.18,1,224
cpp_P224_2,1,0.17,1,224
cpp_P224_2,1,0.18,1,224
cpp_P224_2,1,0.17,1,224
cpp_P224_2,1,0.18,1,224
cpp_P224_2,1,0.17,1,224
cpp_P224_2,1,0.18,1,224
cpp_P224_2,1,0.18,1,224
cpp_P224_2,1,0.17,1,224
cpp_P224_2,1,0.18,1,224
cpp_P224_2,1,0.17,1,224
cpp_P224_2,1,0.18,1,224
cpp_P224_2,1,0.17,1,224
cpp_P224_2,1,0.18,1,224
cpp_P224_2,1,0.18,1,224
cpp_P224_2,1,0.17,1,224
cpp_P224_2,1,0.18,1,224
cpp_P224_2,1,0.17,1,224
cpp_P224_2,1,0.18,1,224
cpp_P224_2,1,0.17,1,224
cpp_P224_2,1,0.18,1,224
cpp_P224_2,1,0.18,1,224
sage_P224_0,1,2.12,1,224
cpp_P224_2,1,0.18,1,224
cpp_P224_2,1,0.18,1,224
cpp_P224_2,1,0.17,1,224
cpp_P224_2,1,0.18,1,224
cpp_P224_2,1,0.17,1,224
cpp_P224_2,1,0.18,1,224
cpp_P224_2,1,0.18,1,224
cpp_P224_2,1,0.17,1,224
cpp_P224_2,1,0.18,1,224
cpp_P224_2,1,0.18,1,224
cpp_P224_2,1,0.17,1,224
cpp_P224_2,1,0.18,1,224
cpp_P224_2,1,0.18,1,224
cpp_P224_2,1,0.18,1,224
cpp_P224_2,1,0.18,1,224
cpp_P224_2,1,0.17,1,224
cpp_P224_2,1,0.17,1,224
cpp_P224_2,1,0.17,1,224
cpp_P224_2,1,0.17,1,224
cpp_P224_2,1,0.18,1,224
cpp_P224_2,1,0.18,1,224
cpp_P224_2,1,0.17,1,224
cpp_P224_2,1,0.18,1,224
cpp_P224_2,1,0.18,1,224
cpp_P224_2,1,0.18,1,224
cpp_P224_2,1,0.18,1,224
cpp_P224_2,1,0.17,1,224
cpp_P224_2,1,0.17,1,224
cpp_P224_2,1,0.18,1,224
cpp_P224_2,1,0.18,1,224
cpp_P224_2,1,0.18,1,224
cpp_P224_2,1,0.18,1,224
cpp_P224_2,1,0.18,1,224
cpp_P224_2,1,0.18,1,224
cpp_P224_2,1,0.18,1,224
cpp_P224_2,1,0.18,1,224
cpp_P224_2,1,0.18,1,224
cpp_P224_2,1,0.18,1,224
cpp_P224_2,1,0.17,1,224
cpp_P224_2,1,0.18,1,224
cpp_P224_2,1,0.18,1,224
cpp_P224_2,1,0.18,1,224
cpp_P224_2,1,0.17,1,224
cpp_P224_2,1,0.17,1,224
cpp_P224_2,1,0.17,1,224
cpp_P224_2,1,0.18,1,224
cpp_P224_2,1,0.17,1,224
cpp_P224_2,1,0.17,1,224
cpp_P224_2,1,0.17,1,224
cpp_P224_2,1,0.17,1,224
cpp_P224_2,1,0.17,1,224
cpp_P224_2,1,0.17,1,224
cpp_P224_2,1,0.17,1,224
cpp_P224_2,1,0.18,1,224
cpp_P224_2,1,0.17,1,224
cpp_P224_2,1,0.17,1,224
cpp_P224_2,1,0.18,1,224
cpp_P224_2,1,0.18,1,224
cpp_P224_2,1,0.18,1,224
cpp_P224_2,1,0.17,1,224
cpp_P224_2,1,0.17,1,224
cpp_P224_2,1,0.17,1,224
cpp_P224_2,1,0.17,1,224
cpp_P224_2,1,0.18,1,224
cpp_P224_2,1,0.18,1,224
cpp_P224_2,1,0.17,1,224
cpp_P224_2,1,0.18,1,224
cpp_P224_2,1,0.18,1,224
cpp_P224_2,1,0.18,1,224
cpp_P224_2,1,0.18,1,224
cpp_P224_2,1,0.18,1,224
cpp_P224_2,1,0.18,1,224
cpp_P224_2,1,0.17,1,224
cpp_P224_2,1,0.17,1,224
cpp_P224_2,1,0.17,1,224
cpp_P224_2,1,0.17,1,224
cpp_P224_2,1,0.17,1,224
cpp_P224_2,1,0.17,1,224
cpp_P224_2,1,0.17,1,224
cpp_P224_2,1,0.18,1,224
cpp_P224_2,1,0.17,1,224
cpp_P224_2,1,0.17,1,224
cpp_P224_2,1,0.18,1,224
cpp_P224_2,1,0.18,1,224
cpp_P224_2,1,0.18,1,224
cpp_P224_2,1,0.18,1,224
cpp_P224_2,1,0.18,1,224
cpp_P224_2,1,0.18,1,224
cpp_P224_2,1,0.17,1,224
cpp_P224_2,1,0.18,1,224
cpp_P224_2,1,0.18,1,224
cpp_P224_2,1,0.18,1,224
cpp_P224_2,1,0.17,1,224
cpp_P224_2,1,0.17,1,224
cpp_P224_2,1,0.17,1,224
cpp_P224_2,1,0.17,1,224
cpp_P224_2,1,0.17,1,224
cpp_P224_2,1,0.18,1,224
cpp_P224_2,1,0.17,1,224
cpp_P224_2,1,0.17,1,224
cpp_P224_2,1,0.17,1,224
cpp_P224_2,1,0.17,1,224
cpp_P224_2,1,0.17,1,224
cpp_P224_2,1,0.17,1,224
cpp_P224_2,1,0.17,1,224
cpp_P224_2,1,0.18,1,224
cpp_P224_2,1,0.18,1,224
cpp_P224_2,1,0.18,1,224
cpp_P224_2,1,0.17,1,224
cpp_P224_2,1,0.18,1,224
cpp_P224_2,1,0.18,1,224
cpp_P224_2,1,0.17,1,224
cpp_P224_2,1,0.17,1,224
cpp_P224_2,1,0.18,1,224
cpp_P224_2,1,0.18,1,224
cpp_P224_2,1,0.17,1,224
cpp_P224_2,1,0.18,1,224
cpp_P224_2,1,0.17,1,224
cpp_P224_2,1,0.17,1,224
cpp_P224_2,1,0.18,1,224
cpp_P224_2,1,0.17,1,224
cpp_P224_2,1,0.18,1,224
cpp_P224_2,1,0.18,1,224
cpp_P224_2,1,0.18,1,224
cpp_P224_2,1,0.18,1,224
cpp_P224_2,1,0.18,1,224
cpp_P224_2,1,0.19,1,224
cpp_P224_2,1,0.18,1,224
cpp_P224_2,1,0.19,1,224
cpp_P224_2,1,0.18,1,224
cpp_P224_2,1,0.18,1,224
cpp_P224_2,1,0.18,1,224
cpp_P224_2,1,0.18,1,224
cpp_P224_2,1,0.18,1,224
cpp_P224_2,1,0.18,1,224
cpp_P224_2,1,0.18,1,224
cpp_P224_2,1,0.18,1,224
cpp_P224_2,1,0.18,1,224
cpp_P224_2,1,0.18,1,224
cpp_P224_2,1,0.17,1,224
cpp_P224_2,1,0.18,1,224
cpp_P224_2,1,0.18,1,224
cpp_P224_2,1,0.18,1,224
cpp_P224_2,1,0.17,1,224
cpp_P224_2,1,0.17,1,224
cpp_P224_2,1,0.18,1,224
cpp_P224_2,1,0.18,1,224
cpp_P224_2,1,0.17,1,224
cpp_P224_2,1,0.18,1,224
cpp_P224_2,1,0.18,1,224
cpp_P224_2,1,0.18,1,224
cpp_P224_2,1,0.17,1,224
cpp_P224_2,1,0.17,1,224
cpp_P224_2,1,0.18,1,224
cpp_P224_2,1,0.18,1,224
cpp_P224_2,1,0.17,1,224
cpp_P224_2,1,0.18,1,224
cpp_P224_2,1,0.18,1,224
cpp_P224_2,1,0.18,1,224
cpp_P224_2,1,0.17,1,224
cpp_P224_2,1,0.18,1,224
cpp_P224_2,1,0.17,1,224
cpp_P224_2,1,0.17,1,224
cpp_P224_2,1,0.17,1,224
cpp_P224_2,1,0.17,1,224
cpp_P224_2,1,0.18,1,224
cpp_P224_2,1,0.18,1,224
cpp_P224_2,1,0.19,1,224
cpp_P224_2,1,0.19,1,224
cpp_P224_2,1,0.18,1,224
cpp_P224_2,1,0.18,1,224
cpp_P224_2,1,0.19,1,224
cpp_P224_2,1,0.19,1,224
cpp_P224_2,1,0.19,1,224
cpp_P224_2,1,0.18,1,224
cpp_P224_2,1,0.18,1,224
cpp_P224_2,1,0.18,1,224
cpp_P224_2,1,0.18,1,224
cpp_P224_2,1,0.18,1,224
cpp_P224_2,1,0.18,1,224
cpp_P224_2,1,0.18,1,224
